"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Ledyard School District","901142600","2010-2011","Students with Disabilities","Suspensions","Percent","5.0"
"Ledyard School District","901142600","2011-2012","Students with Disabilities","Suspensions","Percent","7.8"
"Ledyard School District","901142600","2012-2013","Students with Disabilities","Suspensions","Percent","6.3"
"Ledyard School District","901142600","2013-2014","Students with Disabilities","Suspensions","Percent","6.9"
"Ledyard School District","901142600","2014-2015","Students with Disabilities","Suspensions","Percent","8.5"
"Ledyard School District","901142600","2015-2016","Students with Disabilities","Suspensions","Percent","8.3"
"Ledyard School District","901142600","2016-2017","Students with Disabilities","Suspensions","Percent","9.8"
"Ledyard School District","901142600","2017-2018","Students with Disabilities","Suspensions","Percent","10.0"
"Lisbon School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2011-2012","Students with Disabilities","Suspensions","Percent","8.6"
"Lisbon School District","","2012-2013","Students with Disabilities","Suspensions","Percent","10.4"
"Lisbon School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Lisbon School District","","2017-2018","Students with Disabilities","Suspensions","Percent","9.0"
"Litchfield School District","900543370","2009-2010","Students with Disabilities","Suspensions","Percent","7.1"
"Litchfield School District","900543370","2010-2011","Students with Disabilities","Suspensions","Percent","8.3"
"Litchfield School District","900543370","2011-2012","Students with Disabilities","Suspensions","Percent","11.5"
"Litchfield School District","900543370","2012-2013","Students with Disabilities","Suspensions","Percent","10.1"
"Litchfield School District","900543370","2013-2014","Students with Disabilities","Suspensions","Percent","5.9"
"Litchfield School District","900543370","2014-2015","Students with Disabilities","Suspensions","Percent","10.6"
"Litchfield School District","900543370","2015-2016","Students with Disabilities","Suspensions","Percent","6.9"
"Litchfield School District","900543370","2016-2017","Students with Disabilities","Suspensions","Percent","7.9"
"Litchfield School District","900543370","2017-2018","Students with Disabilities","Suspensions","Percent","10.2"
"Madison School District","900944560","2009-2010","Students with Disabilities","Suspensions","Percent","6.8"
"Madison School District","900944560","2010-2011","Students with Disabilities","Suspensions","Percent","9.0"
"Madison School District","900944560","2011-2012","Students with Disabilities","Suspensions","Percent","5.8"
"Madison School District","900944560","2012-2013","Students with Disabilities","Suspensions","Percent","6.6"
"Madison School District","900944560","2013-2014","Students with Disabilities","Suspensions","Percent","4.0"
"Madison School District","900944560","2014-2015","Students with Disabilities","Suspensions","Percent","5.2"
"Madison School District","900944560","2015-2016","Students with Disabilities","Suspensions","Percent","3.6"
"Madison School District","900944560","2016-2017","Students with Disabilities","Suspensions","Percent","2.9"
"Madison School District","900944560","2017-2018","Students with Disabilities","Suspensions","Percent","4.5"
"Manchester School District","900344700","2009-2010","Students with Disabilities","Suspensions","Percent","14.9"
"Manchester School District","900344700","2010-2011","Students with Disabilities","Suspensions","Percent","17.7"
"Manchester School District","900344700","2011-2012","Students with Disabilities","Suspensions","Percent","18.9"
"Manchester School District","900344700","2012-2013","Students with Disabilities","Suspensions","Percent","18.7"
"Manchester School District","900344700","2013-2014","Students with Disabilities","Suspensions","Percent","18.2"
"Manchester School District","900344700","2014-2015","Students with Disabilities","Suspensions","Percent","14.5"
"Manchester School District","900344700","2015-2016","Students with Disabilities","Suspensions","Percent","16.5"
"Manchester School District","900344700","2016-2017","Students with Disabilities","Suspensions","Percent","15.6"
"Manchester School District","900344700","2017-2018","Students with Disabilities","Suspensions","Percent","13.0"
"Mansfield School District","","2009-2010","Students with Disabilities","Suspensions","Percent","4.3"
"Mansfield School District","","2010-2011","Students with Disabilities","Suspensions","Percent","3.2"
"Mansfield School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-9999"
"Mansfield School District","","2012-2013","Students with Disabilities","Suspensions","Percent","3.9"
"Mansfield School District","","2013-2014","Students with Disabilities","Suspensions","Percent","4.9"
"Mansfield School District","","2014-2015","Students with Disabilities","Suspensions","Percent","5.6"
"Mansfield School District","","2015-2016","Students with Disabilities","Suspensions","Percent","7.0"
"Mansfield School District","","2016-2017","Students with Disabilities","Suspensions","Percent","6.1"
"Mansfield School District","","2017-2018","Students with Disabilities","Suspensions","Percent","5.7"
"Marlborough School District","","2009-2010","Students with Disabilities","Suspensions","Percent","-6666"
"Marlborough School District","","2010-2011","Students with Disabilities","Suspensions","Percent","-9999"
"Marlborough School District","","2011-2012","Students with Disabilities","Suspensions","Percent","-6666"
"Marlborough School District","","2012-2013","Students with Disabilities","Suspensions","Percent","-9999"
"Marlborough School District","","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
"Marlborough School District","","2014-2015","Students with Disabilities","Suspensions","Percent","-9999"
"Marlborough School District","","2015-2016","Students with Disabilities","Suspensions","Percent","-6666"
"Marlborough School District","","2016-2017","Students with Disabilities","Suspensions","Percent","-9999"
"Marlborough School District","","2017-2018","Students with Disabilities","Suspensions","Percent","-6666"
"Meriden School District","900946520","2009-2010","Students with Disabilities","Suspensions","Percent","20.4"
"Meriden School District","900946520","2010-2011","Students with Disabilities","Suspensions","Percent","20.1"
"Meriden School District","900946520","2011-2012","Students with Disabilities","Suspensions","Percent","20.8"
"Meriden School District","900946520","2012-2013","Students with Disabilities","Suspensions","Percent","21.2"
"Meriden School District","900946520","2013-2014","Students with Disabilities","Suspensions","Percent","16.5"
"Meriden School District","900946520","2014-2015","Students with Disabilities","Suspensions","Percent","15.3"
"Meriden School District","900946520","2015-2016","Students with Disabilities","Suspensions","Percent","14.0"
"Meriden School District","900946520","2016-2017","Students with Disabilities","Suspensions","Percent","13.3"
"Meriden School District","900946520","2017-2018","Students with Disabilities","Suspensions","Percent","12.5"
"Middletown School District","900747360","2009-2010","Students with Disabilities","Suspensions","Percent","14.2"
"Middletown School District","900747360","2010-2011","Students with Disabilities","Suspensions","Percent","14.7"
"Middletown School District","900747360","2011-2012","Students with Disabilities","Suspensions","Percent","13.1"
"Middletown School District","900747360","2012-2013","Students with Disabilities","Suspensions","Percent","14.5"
"Middletown School District","900747360","2013-2014","Students with Disabilities","Suspensions","Percent","12.3"
"Middletown School District","900747360","2014-2015","Students with Disabilities","Suspensions","Percent","13.8"
"Middletown School District","900747360","2015-2016","Students with Disabilities","Suspensions","Percent","13.1"
"Middletown School District","900747360","2016-2017","Students with Disabilities","Suspensions","Percent","12.2"
"Middletown School District","900747360","2017-2018","Students with Disabilities","Suspensions","Percent","12.3"
